tweet_id,tweet,favorites,retweets,url,retweeted_status,created_at
892420643555336193,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,39467,8853,https://t.co/MgUWQ76dJU,Original tweet,2017-08-01 16:23:56+00:00
892177421306343426,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",33819,6514,https://t.co/0Xxu71qeIV,Original tweet,2017-08-01 00:17:27+00:00
891815181378084864,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,25461,4328,https://t.co/wUnZnhtVJB,Original tweet,2017-07-31 00:18:03+00:00
891689557279858688,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,42908,8964,https://t.co/tD36da7qLQ,Original tweet,2017-07-30 15:58:51+00:00
891327558926688256,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",41048,9774,https://t.co/AtUZn91f7f,Original tweet,2017-07-29 16:00:24+00:00
891087950875897856,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,20562,3261,https://t.co/kQ04fDDRmh,Original tweet,2017-07-29 00:08:17+00:00
890971913173991426,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",12041,2158,https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl,Original tweet,2017-07-28 16:27:12+00:00
890729181411237888,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,56848,16716,https://t.co/v0nONBcwxq,Original tweet,2017-07-28 00:22:40+00:00
890609185150312448,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,28226,4429,https://t.co/9TwLuAGH0b,Original tweet,2017-07-27 16:25:51+00:00
890240255349198849,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,32467,7711,https://t.co/t1bfwz5S2A,Original tweet,2017-07-26 15:59:51+00:00
890006608113172480,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,31166,7624,https://t.co/dVPW0B0Mme,Original tweet,2017-07-26 00:31:25+00:00
889880896479866881,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,28268,5156,https://t.co/u1XPQMl29g,Original tweet,2017-07-25 16:11:53+00:00
889665388333682689,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,38818,8538,https://t.co/BxvuXk0UCm,Original tweet,2017-07-25 01:55:32+00:00
889638837579907072,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,27672,4735,https://t.co/f8dEDcrKSR,Original tweet,2017-07-25 00:10:02+00:00
889531135344209921,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,15359,2321,https://t.co/y70o6h3isq,Original tweet,2017-07-24 17:02:04+00:00
889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,25652,5637,https://t.co/WpHvrQedPb,Original tweet,2017-07-24 00:19:32+00:00
888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,29611,4709,https://t.co/chxruIOUJN,Original tweet,2017-07-23 00:22:39+00:00
888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,26080,4559,https://t.co/HTQ77yNQ5K,Original tweet,2017-07-22 16:56:37+00:00
888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,20290,3732,https://t.co/YnYAFCTTiK,Original tweet,2017-07-22 00:23:06+00:00
888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,22201,3653,https://t.co/DK7iDPfuRX,Original tweet,2017-07-20 16:49:33+00:00
887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,30779,5609,https://t.co/PhrUk20Q64,Original tweet,2017-07-19 16:06:48+00:00
887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,46959,12082,https://t.co/20VrLAA8ba,Original tweet,2017-07-19 03:39:09+00:00
887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,69871,18781,https://t.co/cLyzpcUcMX,Original tweet,2017-07-19 00:47:34+00:00
887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,34222,10737,https://t.co/WZqNqygEyV,Original tweet,2017-07-18 16:08:03+00:00
887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,31061,6167,https://t.co/4Ad1jzJSdp,Original tweet,2017-07-18 00:07:08+00:00
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,35859,8084,https://t.co/I6oNy0CgiT,Original tweet,2017-07-17 16:17:36+00:00
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",12306,3443,https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b,Original tweet,2017-07-16 23:58:41+00:00
886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,22798,4610,https://t.co/BCoWue0abA,Original tweet,2017-07-16 20:14:00+00:00
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,21524,3316,https://t.co/RGE08MIJox,Original tweet,2017-07-15 23:25:31+00:00
886267009285017600,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,117,4,n,Original tweet,2017-07-15 16:51:35+00:00
886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,28469,6523,https://t.co/xZDA9Qsq1O,Original tweet,2017-07-15 16:17:19+00:00
886054160059072513,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,0,108,This is a retweet,This is a retweet,2017-07-15 02:45:48+00:00
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,33382,7097,https://t.co/BuveP0uMF1,Original tweet,2017-07-14 22:10:11+00:00
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,36689,6683,https://t.co/tp1kQ8i9JF,Original tweet,2017-07-13 15:58:47+00:00
885518971528720385,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,20788,3899,https://t.co/gzLHboL7Sk,Original tweet,2017-07-13 15:19:09+00:00
885311592912609280,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,0,19297,This is a retweet,This is a retweet,2017-07-13 01:35:06+00:00
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,22367,4556,https://t.co/44ItaMubBf,Original tweet,2017-07-12 16:03:00+00:00
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",68152,16439,https://t.co/MYJvdlNRVa,Original tweet,2017-07-12 00:01:00+00:00
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,28514,6096,https://t.co/74TKAUsLkO,Original tweet,2017-07-11 20:47:12+00:00
884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,24765,5100,https://t.co/1r4MFCbCX5,Original tweet,2017-07-11 00:00:02+00:00
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",27478,5856,https://t.co/vvBOcC2VdC,Original tweet,2017-07-10 15:58:53+00:00
884247878851493888,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,74423,21298,https://t.co/uF3pQ8Wubj,Original tweet,2017-07-10 03:08:17+00:00
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,20771,3128,https://t.co/YSI00BzTBZ,Original tweet,2017-07-09 21:29:42+00:00
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,22349,3586,https://t.co/V85xujjDDY,Original tweet,2017-07-09 00:00:04+00:00
883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",46860,10407,https://t.co/qjrljjt948,Original tweet,2017-07-08 00:28:19+00:00
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,22986,3825,https://t.co/rf661IFEYP,Original tweet,2017-07-07 16:22:55+00:00
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",37914,6949,https://t.co/Se5fZ9wp5E,Original tweet,2017-07-07 00:17:54+00:00
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,24445,4122,https://t.co/tyER0KpdXj,Original tweet,2017-07-06 15:58:11+00:00
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,28903,5134,https://t.co/D43I96SlVu,Original tweet,2017-07-06 00:46:41+00:00
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,28382,6342,https://t.co/Nx52PGwH94,Original tweet,2017-07-05 15:48:34+00:00
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,45880,12118,https://t.co/fYP5RlutfA,Original tweet,2017-07-04 16:01:23+00:00
882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",29900,5203,https://t.co/zeDpnsKX7w,Original tweet,2017-07-04 01:18:17+00:00
881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,24773,3533,https://t.co/503CgWbhxQ,Original tweet,2017-07-03 16:04:48+00:00
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,51522,11099,https://t.co/7CSWCl8I6s,Original tweet,2017-07-03 00:11:11+00:00
881633300179243008,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,129,7,s,Original tweet,2017-07-02 21:58:53+00:00
